NomeCliente; EnderecoCompleto; ValorFatura; NumeroPaginas;









Cliente Ficticio 240; 69080680, R UNIAO,  1111, FD, COROADO, MANAUS, AM; 278.66; 14



































Cliente Ficticio 276; 57057030, R BERNARDO LOPES,   339, PINHEIRO, MACEIO, AL; 260.72; 14



































Cliente Ficticio 312; 04727030, R ALBINO BOLDASSO GABRIL,   183, VILA CRUZEIRO, SAO PAULO, SP; 215.10; 14



































Cliente Ficticio 348; 03374000, AV SAPOPEMBA,  4309, CASA 01, SAPOPEMBA, SAO PAULO, SP; 124.24; 14



































Cliente Ficticio 384; 80530050, R BR DE ANTONINA,   522, APT 66, SAO FRANCISCO, CURITIBA, PR; 112.08; 14



































Cliente Ficticio 420; 17025660, R DE MANOEL VICTORINO RELLO DE ARAUJO QU, QD 3, - 69, NC RES BEIJA-FLOR, BAURU, SP; 108.29; 14



































Cliente Ficticio 456; 13208300, R ARMANDO COLAFERRI,   390, JARDIM PAULISTA I, JUNDIAI, SP; 132.46; 14



































Cliente Ficticio 492; 65071040, R DOIS,     5, QD 1, VINHAIS, SAO LUIS, MA; 203.30; 14







Cliente Ficticio 500; 03276110, R PINTO DA LUZ,    89, VILA IVONE, SAO PAULO, SP; 160.04; 62
Cliente Ficticio 501; 21670350, R JOAO DE SOUSA CARVALHO,   145, FT 2, GUADALUPE, RIO DE JANEIRO, RJ; 148.29; 64
Cliente Ficticio 502; 69086280, R 27,19,QUADRA: 100, SAO JOSE OPERARIO, MANAUS, AM; 178.18; 64
Cliente Ficticio 503; 11065000, AV DR BERNARDINO DE CAMPOS,   562, CJ 707, POMPEIA, SANTOS, SP; 121.33; 66
Cliente Ficticio 504; 02417022, R DR ORLANDO ZAMITI MAMMANA,    92, JARDIM PARAISO, SAO PAULO, SP; 126.91; 66
Cliente Ficticio 505; 31742221, R MARCIAL RIBEIRO MELO,   119, JARDIM GUANABARA, BELO HORIZONTE, MG; 198.35; 68
Cliente Ficticio 506; 41610460, LD DO OLOSSA,    15, RES MARIO MASSAFERA, APT 107, ITAPUA, SALVADOR, BA; 92.22; 68
Cliente Ficticio 507; 05046000, R AURELIA,336,BL 1 AP 22, VILA ROMANA, SAO PAULO, SP; 76.21; 70
Cliente Ficticio 508; 29018310, R REPUBLICA,   136, ED NORMALISTA, APT 501, PARQUE MOSCOSO, VITORIA, ES; 108.92; 70
Cliente Ficticio 509; 16050470, R DR LUIZ DE ALMEIDA,   733, SANTANA, ARACATUBA, SP; 201.65; 72
Cliente Ficticio 510; 22753211, EST DE JACAREPAGUA,  3490, CASA 68, RUA ALDRIN, JACAREPAGUA, RIO DE JANEIRO, RJ; 402.01; 72
Cliente Ficticio 511; 13473380, R DR ROBERTO NORRIS,   235, VILA MARIANA, AMERICANA, SP; 219.87; 74
Cliente Ficticio 512; 74343410, R DO MARISCO,0,QD.83A LT.01 CS 2, JARDIM ATLANTICO, GOIANIA, GO; 193.22; 74
Cliente Ficticio 513; 69053000, AV DJALMA BATISTA,   430, / FUNDOS, NOSSA SENHORA DAS GRACAS, MANAUS, AM; 124.69; 76
Cliente Ficticio 514; 81320090, R PRF ELEVIR DIONYSIO,    54, CASA FUNDOS, FAZENDINHA, CURITIBA, PR; 272.53; 76
Cliente Ficticio 515; 04183020, R GIUSEPPE BIBIENA,    92, JARDIM SANTA EMILIA, SAO PAULO, SP; 174.08; 78
Cliente Ficticio 516; 07191200, R HELIO ARRELARO,   255, CASA 1, JARDIM SANTA BARBARA, GUARULHOS, SP; 386.61; 78
Cliente Ficticio 517; 03345000, AV SAPOPEMBA,   708, VILA REGENTE FEIJO, SAO PAULO, SP; 186.00; 80
Cliente Ficticio 518; 12609250, R PARAIBA,   281, CIDADE INDUSTRIAL, LORENA, SP; 52.19; 80
Cliente Ficticio 519; 22780678, R ISIS,    82, CASA 2, CURICICA, RIO DE JANEIRO, RJ; 142.14; 82
Cliente Ficticio 520; 04455130, R JOAO SCATAMACCHIA,   381, FD, VILA CAMPO GRANDE, SAO PAULO, SP; 147.10; 82
Cliente Ficticio 521; 04521004, R CANARIO,   988, APT 171, MOEMA, SAO PAULO, SP; 347.65; 84
Cliente Ficticio 522; 22270014, R VOLUNTARIOS DA PATRIA,270,APT 610, BOTAFOGO, RIO DE JANEIRO, RJ; 292.65; 84
Cliente Ficticio 523; 31535000, R AUGUSTO DOS ANJOS,  1560, RIO BRANCO, BELO HORIZONTE, MG; 151.72; 86
Cliente Ficticio 524; 31015160, R MATIAS BARBOSA,    56, FLORESTA, BELO HORIZONTE, MG; 186.91; 86
Cliente Ficticio 525; 04576080, R JAMES JOULE,    92, CJ 102, CIDADE MONCOES, SAO PAULO, SP; 513.95; 88


Cliente Ficticio 528; 14160640, R FREDERICO OZANAN,1671, CENTRO, SERTAOZINHO, SP; 173.40; 14


Cliente Ficticio 531; 13471550, R ITALIA,   541, JARDIM PAULISTANO, AMERICANA, SP; 118.75; 20
Cliente Ficticio 532; 50720390, R VIRGINIO CAMPELLO,19,A, PRADO, RECIFE, PE; 380.08; 20
Cliente Ficticio 533; 01257090, R PE AGOSTINHO MENDICUTE,    51, BL ALTA, APT 74, SUMARE, SAO PAULO, SP; 158.25; 18
Cliente Ficticio 534; 23575061, R CRAVOLANDIA,18,CASA 2, ESCOLA MERALINA DE CASTRO, SANTA CRUZ, RIO DE JANEIRO, RJ; 28.31; 18


Cliente Ficticio 537; 06767020, R ERNESTO ROSA DA FONSECA,   444, CS 2, PARQUE PINHEIROS, TABOAO DA SERRA, SP; 307.57; 14
Cliente Ficticio 538; 11430111, R AZUIL LOUREIRO,  1416, VILA SANTA ROSA, GUARUJA, SP; 92.11; 14











Cliente Ficticio 550; 03714000, R BARTOLOMEU QUADROS,    19, VILA MESQUITA, SAO PAULO, SP; 141.20; 88













Cliente Ficticio 564; 14405390, R MARIA ROSA ALVES LEITE,  2861, APT 11, JARDIM INTEGRACAO, FRANCA, SP; 116.53; 14
Cliente Ficticio 565; 09840560, R MIN RIBEIRO DA COSTA,   438, DOS CASA, SAO BERNARDO DO CAMPO, SP; 118.85; 14
Cliente Ficticio 566; 16052060, R IRINEU VARONI,    96, IPANEMA, ARACATUBA, SP; 226.75; 16
Cliente Ficticio 567; 75113300, R ANGELO TELES,   390, BL A, APT 303, VILA SANTA MARIA DE NAZARETH, ANAPOLIS, GO; 50.28; 16
Cliente Ficticio 568; 03029090, R ITAQUI,   521, CASA 1, CANINDE, SAO PAULO, SP; 168.50; 18



















Cliente Ficticio 588; 31255270, R ANIBAL CORDEIRO MELO,    10, SAO FRANCISCO, BELO HORIZONTE, MG; 137.43; 14
Cliente Ficticio 589; 05207090, R FELIPE CARDOSO DE CAMPOS,   454, BL 2, APT 33, VILA CAIUBA, SAO PAULO, SP; 283.80; 14
Cliente Ficticio 590; 22240000, R DAS LARANJEIRAS,83,APT 1104, LARANJEIRAS, RIO DE JANEIRO, RJ; 296.58; 16
Cliente Ficticio 591; 82620030, R GUILHERME IHLENFELDT,  1081, LJ 23, TINGUI, CURITIBA, PR; 96.23; 16
Cliente Ficticio 592; 11065200, AV PRES WILSON,    68, BL A, APT 701, GONZAGA, SANTOS, SP; 334.39; 18







Cliente Ficticio 600; 12570000, R ITAMARACA,   438, ITAGUACU, APARECIDA, SP; 102.43; 14



































Cliente Ficticio 636; 01542000, R D DUARTE LEOPOLDO,  1212, CAMBUCI, SAO PAULO, SP; 236.58; 14



































Cliente Ficticio 672; 07075011, R DR ROBERTO LEMOS PADUA,221, JARDIM PALMIRA, GUARULHOS, SP; 73.17; 14



































Cliente Ficticio 708; 83330100, R DELFIM MOREIRA,549, VILA AMELIA, PINHAIS, PR; 166.54; 14



































Cliente Ficticio 744; 31840010, R SAMBAIBA,   154, CASA B, GUARANI, BELO HORIZONTE, MG; 172.26; 14



































Cliente Ficticio 780; 12903280, R DAS PALMEIRAS,    42, VILA MOTA, BRAGANCA PAULISTA, SP; 149.96; 14



































Cliente Ficticio 816; 17064160, R FRANCISCO LEMOS DE ALMEIDA, QD 11, - 49, VILA BECHELI, BAURU, SP; 215.88; 14



































Cliente Ficticio 852; 12570000, R PAULO CHAD,    58, SANTA RITA., APARECIDA, SP; 115.51; 14



































Cliente Ficticio 888; 71510300, SHIN, QD QI04, CJ 10, CASA 23, LAGO NORTE, BRASILIA, DF; 196.39; 14



































Cliente Ficticio 924; 04807030, R GUARUVA,   441, CIDADE DUTRA, SAO PAULO, SP; 95.10; 14



































Cliente Ficticio 960; 09060700, R BRASILIO MACHADO,   350, VILA PRINCIPE DE GALES, SANTO ANDRE, SP; 136.25; 14



































Cliente Ficticio 996; 81770460, R IVAI,   169, ALTO BOQUEIRAO, CURITIBA, PR; 125.52; 14



































Cliente Ficticio 1032; 22220070, R ARTUR BERNARDES,31,COB 01, CATETE, RIO DE JANEIRO, RJ; 280.68; 14



































Cliente Ficticio 1068; 22793912, R GUIMARAES ROSA,203,903, BARRA DA TIJUCA, RIO DE JANEIRO, RJ; 361.64; 14



































Cliente Ficticio 1104; 72236221, QNP, QD 32, CJ U, LT 31A, CEILANDIA, BRASILIA, DF; 127.76; 14



































Cliente Ficticio 1140; 14066458, R ABILIO COELHO RODRIGUES,   130, JD O L CAMARGO, RIBEIRAO PRETO, SP; 76.40; 14



































Cliente Ficticio 1176; 13562501, R JOAO PAULO GOMES,139, RESIDENCIAL MONSENHOR ROMEU TO, SAO CARLOS, SP; 211.83; 14



































Cliente Ficticio 1212; 31365700, R FR ZACARIAS,   468, BRAUNAS, BELO HORIZONTE, MG; 53.62; 14



































Cliente Ficticio 1248; 12570000, R ISAAC JULIO BARRETO,   205, CS 1, PONTE ALTA, APARECIDA, SP; 241.03; 14



































Cliente Ficticio 1284; 03821020, R COLONIA LEOPOLDINA,   487, BL 3, APT 2, VILA SILVIA, SAO PAULO, SP; 237.01; 14



































Cliente Ficticio 1320; 09725570, R OLAVO BILAC,   419, BL C, APT 32, JARDIM OLAVO BILAC, SAO BERNARDO DO CAMPO, SP; 199.79; 14



































Cliente Ficticio 1356; 06810340, R PASSOS,    73, VILA OLINDA, EMBU DAS ARTES, SP; 119.90; 14



































Cliente Ficticio 1392; 74250100, R C 143,1,CASA, JARDIM AMERICA, GOIANIA, GO; 62.64; 14



































Cliente Ficticio 1428; 72210186, QNM, QD 18, CJ F, CASA 38, FD, CEILANDIA, BRASILIA, DF; 232.02; 14



































Cliente Ficticio 1464; 17018820, R ANNA PIETRO FORTE, QD 3, - 111, RESIDENCIAL VILLAGGIO, BAURU, SP; 230.34; 14



































Cliente Ficticio 1500; 03446010, R NUNES BALBOA,454,SOBRADO, VILA CARRAO, SAO PAULO, SP; 62.86; 14



































Cliente Ficticio 1536; 07022000, R DAS PALMEIRAS,   302, BL B, APT 1006, GOPOUVA, GUARULHOS, SP; 129.76; 14



































Cliente Ficticio 1572; 86020061, R BELO HORIZONTE,  1399, ED SUNSET BOULEVARD, APT 902, CENTRO, LONDRINA, PR; 227.01; 14



































Cliente Ficticio 1608; 17063250, R FRANCISCO ALVES QUADRA, QD 12, - 45, PARQUE UNIAO, BAURU, SP; 360.79; 14



































Cliente Ficticio 1644; 26580270, R DAVID JOSE FURTADO,   215, FU 3, VILA EMIL, MESQUITA, RJ; 181.22; 14



































Cliente Ficticio 1680; 88015410, R FR EVARISTO,    64, APT 803, CENTRO, FLORIANOPOLIS, SC; 403.24; 14



































Cliente Ficticio 1716; 03209000, R BALTAR,   428, CASA 2, VILA CALIFORNIA, SAO PAULO, SP; 195.70; 14



































Cliente Ficticio 1752; 03088000, R ARNALDO CINTRA,   190, BL B, APT 33, VILA MOREIRA, SAO PAULO, SP; 85.43; 14



































Cliente Ficticio 1788; 69055580, R 40 ( CJ C BRANCO),    19, PARQUE 10 DE NOVEMBRO, MANAUS, AM; 77.66; 14



































Cliente Ficticio 1824; 04716020, R BENTO BARBOSA,    42, CH STO ANTONIO (Z SUL), SAO PAULO, SP; 269.54; 14



































Cliente Ficticio 1860; 72420290, QUADRA 29,0,LOT 5 APT 1 FD, SETOR OESTE (GAMA), BRASILIA, DF; 17.99; 14



































Cliente Ficticio 1896; 08737330, R ALFEU GUILHEMATTI,   303, CASA 2 MARINALVA, VILA SAO SEBASTIAO, MOGI DAS CRUZES, SP; 76.65; 14



































Cliente Ficticio 1932; 11075661, R EVARISTO DA VEIGA,   240, CAMPO GRANDE, SANTOS, SP; 120.38; 14



































Cliente Ficticio 1968; 20710300, R CABUCU,    76, APT 407, LINS DE VASCONCELOS, RIO DE JANEIRO, RJ; 143.72; 14



































Cliente Ficticio 2004; 80240110, R BENTO VIANA,   575, BL B, APT 18, AGUA VERDE, CURITIBA, PR; 133.22; 14



































Cliente Ficticio 2040; 11070320, R JOSE CLEMENTE PEREIRA,50,AP 24, CAMPO GRANDE, SANTOS, SP; 180.03; 14



































Cliente Ficticio 2076; 90440020, AV AMERICA,    94, APT 42, FLORESTA, PORTO ALEGRE, RS; 198.35; 14



































Cliente Ficticio 2112; 29102035, AV SATURNINO RANGEL MAURO,   333, / A, PRAIA DE ITAPARICA, VILA VELHA, ES; 157.58; 14



































Cliente Ficticio 2148; 11015225, R DRAUZIO DA CRUZ,511, MACUCO, SANTOS, SP; 176.57; 14



































Cliente Ficticio 2184; 51020220, R MARIA CAROLINA,   525, ED ATLANTICO PRINCE, APT 1301, BOA VIAGEM, RECIFE, PE; 252.19; 14



































Cliente Ficticio 2220; 11533230, R MEXICO,   173, JARDIM CASQUEIRO, CUBATAO, SP; 219.31; 14



































Cliente Ficticio 2256; 17209560, R ALEXANDRE MATTAR,   108, JARDIM SANTA ROSA, JAU, SP; 90.19; 14













